date,rf
2015-12-10,5.485576340547027e-05
2015-12-11,6.332458835012211e-05
2015-12-14,5.708179422470039e-05
2015-12-15,6.145196065454606e-05
2015-12-16,5.616059373836357e-05
2015-12-17,5.113601725859063e-05
2015-12-18,5.372007402715262e-05
2015-12-21,5.8468388210553e-05
2015-12-22,5.241005052813996e-05
2015-12-23,5.750071328214368e-05
2015-12-24,5.440950975987846e-05
2015-12-25,5.9542777635757105e-05
2015-12-28,5.412120334535864e-05
2015-12-29,4.869629886417037e-05
2015-12-30,5.377695606068045e-05
2015-12-31,4.5994122582326824e-05
2016-01-01,4.931595954715817e-05
2016-01-04,5.887741903687349e-05
2016-01-05,5.478513191015111e-05
2016-01-06,5.937338159656136e-05
2016-01-07,4.921109787114908e-05
2016-01-08,6.145324605544289e-05
2016-01-11,5.5666638685947234e-05
2016-01-12,5.090868846946428e-05
2016-01-13,5.075396852305403e-05
2016-01-14,5.11021594653549e-05
2016-01-15,4.59248574022908e-05
2016-01-18,5.9541024162612644e-05
2016-01-19,5.489692266547053e-05
2016-01-20,5.2919745933355244e-05
2016-01-21,5.4187353107026937e-05
2016-01-22,6.15481867758394e-05
2016-01-25,5.409828320912524e-05
2016-01-26,5.7661981867518364e-05
2016-01-27,5.35024962304842e-05
2016-01-28,5.476412573091061e-05
2016-01-29,5.1445751941825435e-05
2016-02-01,5.217037868088248e-05
2016-02-02,5.353577231259621e-05
2016-02-03,5.5747185562449175e-05
2016-02-04,6.13797705384389e-05
2016-02-05,5.093971977099265e-05
2016-02-08,5.315716660825309e-05
2016-02-09,5.9296764369776156e-05
2016-02-10,5.3779376509632826e-05
2016-02-11,4.880094744241781e-05
2016-02-12,5.655389944658751e-05
2016-02-15,5.3734548018047334e-05
2016-02-16,5.270293384374014e-05
2016-02-17,6.246825894673513e-05
2016-02-18,4.78234010619083e-05
2016-02-19,5.600366592140027e-05
2016-02-22,5.7847966189683575e-05
2016-02-23,5.7509808255140626e-05
2016-02-24,5.814470546994244e-05
2016-02-25,4.6807377405144734e-05
2016-02-26,5.2160609742779585e-05
2016-02-29,5.1525453441891855e-05
2016-03-01,5.819526519679208e-05
2016-03-02,5.309985345003376e-05
2016-03-03,5.653494912194468e-05
2016-03-04,5.392868241527182e-05
2016-03-07,4.8786646191123495e-05
2016-03-08,5.454086061273955e-05
2016-03-09,4.873666366278506e-05
2016-03-10,5.027483560660073e-05
2016-03-11,5.132842509336655e-05
2016-03-14,5.2987191561770786e-05
2016-03-15,5.9520994910355896e-05
2016-03-16,5.1556469671032445e-05
2016-03-17,5.7584047241210357e-05
2016-03-18,6.178324641892274e-05
2016-03-21,5.37134867288902e-05
2016-03-22,6.111243847350956e-05
2016-03-23,5.565483739622401e-05
2016-03-24,5.7640541730519246e-05
2016-03-25,5.127653978376223e-05
2016-03-28,6.197463982871021e-05
2016-03-29,5.52538033560257e-05
2016-03-30,5.362173692646799e-05
2016-03-31,5.2790388591850146e-05
2016-04-01,4.7972075022606475e-05
2016-04-04,5.5599328393718395e-05
2016-04-05,5.4315406854854587e-05
2016-04-06,5.5273801956357005e-05
2016-04-07,5.079955989240048e-05
2016-04-08,5.466607869286655e-05
2016-04-11,5.692720295846776e-05
2016-04-12,5.283734037719867e-05
2016-04-13,6.040240643789829e-05
2016-04-14,5.6234651234721156e-05
2016-04-15,5.612061499471466e-05
2016-04-18,5.132358745996157e-05
2016-04-19,5.385022057624589e-05
2016-04-20,4.636939132485196e-05
2016-04-21,5.6595465826925206e-05
2016-04-22,5.309596186608978e-05
2016-04-25,5.45639679201404e-05
2016-04-26,5.215200048547253e-05
2016-04-27,5.714903638032176e-05
2016-04-28,5.0023577969238175e-05
2016-04-29,5.318101330087366e-05
2016-05-02,5.2017356301004014e-05
2016-05-03,4.999838707053783e-05
2016-05-04,5.1709223861662323e-05
2016-05-05,5.723897080534002e-05
2016-05-06,5.5158130072952005e-05
2016-05-09,5.822708270386556e-05
2016-05-10,5.192104876683423e-05
2016-05-11,5.6717266617267725e-05
2016-05-12,5.082046058957346e-05
2016-05-13,4.950313280316365e-05
2016-05-16,5.462944433043404e-05
2016-05-17,5.2839553298378306e-05
2016-05-18,5.6835141950539736e-05
2016-05-19,5.4174435821341405e-05
2016-05-20,4.899166401006738e-05
2016-05-23,5.847478489329205e-05
2016-05-24,4.698923903845298e-05
2016-05-25,5.2427813471700446e-05
2016-05-26,5.514576166909535e-05
2016-05-27,5.3371073677421776e-05
2016-05-30,6.061866312556674e-05
2016-05-31,5.354798999368526e-05
2016-06-01,6.072124428957437e-05
2016-06-02,5.0804877056442876e-05
2016-06-03,5.657196916852847e-05
2016-06-06,5.60032808829547e-05
2016-06-07,4.8177079969624614e-05
2016-06-08,5.736342837892039e-05
2016-06-09,5.832180837739287e-05
2016-06-10,5.0437722107554706e-05
2016-06-13,5.673400844519172e-05
2016-06-14,4.843588506320273e-05
2016-06-15,5.376410974045065e-05
2016-06-16,5.365543467084066e-05
2016-06-17,5.191315248698203e-05
2016-06-20,5.425671873715565e-05
2016-06-21,5.8091831814932604e-05
2016-06-22,5.326893180801484e-05
2016-06-23,6.367130519002728e-05
2016-06-24,5.311034796662284e-05
2016-06-27,5.469108205868878e-05
2016-06-28,5.691232523341583e-05
2016-06-29,5.845137858018212e-05
2016-06-30,5.187320148181129e-05
2016-07-01,5.314087157115566e-05
2016-07-04,4.838793154737786e-05
2016-07-05,5.44513009168579e-05
2016-07-06,4.8183853622152384e-05
2016-07-07,5.340703540479552e-05
2016-07-08,4.971780452134311e-05
2016-07-11,5.655808026427955e-05
2016-07-12,5.745278182200941e-05
2016-07-13,4.9557404621314305e-05
2016-07-14,5.287457419167474e-05
2016-07-15,5.18212916973404e-05
2016-07-18,5.271243856053154e-05
2016-07-19,5.382312923196686e-05
2016-07-20,5.254778671393012e-05
2016-07-21,5.308224341304957e-05
2016-07-22,5.032530354287523e-05
2016-07-25,5.597528304446264e-05
2016-07-26,4.9199669683641645e-05
2016-07-27,5.152920940587613e-05
2016-07-28,4.621400656557029e-05
2016-07-29,5.661168477111289e-05
2016-08-01,5.794273222381463e-05
2016-08-02,5.766311055022122e-05
2016-08-03,5.049801466361359e-05
2016-08-04,5.0832922171339945e-05
2016-08-05,5.4408966169594564e-05
2016-08-08,5.362240102702032e-05
2016-08-09,5.882368923360026e-05
2016-08-10,4.9752106292766385e-05
2016-08-11,5.3797405759947736e-05
2016-08-12,5.40016188594894e-05
2016-08-15,4.758628354339933e-05
2016-08-16,5.576404541351998e-05
2016-08-17,5.251048410426229e-05
2016-08-18,5.5203592702390836e-05
2016-08-19,5.817250813966446e-05
2016-08-22,5.4345467244143464e-05
2016-08-23,4.843446911628746e-05
2016-08-24,4.889312101075127e-05
2016-08-25,5.483112508919419e-05
2016-08-26,5.936458344191209e-05
2016-08-29,5.5969903687502764e-05
2016-08-30,4.906504829693681e-05
2016-08-31,4.684827811551884e-05
2016-09-01,5.901308879230349e-05
2016-09-02,5.605800878960565e-05
2016-09-05,4.619125738813956e-05
2016-09-06,4.9155303535108885e-05
2016-09-07,5.554541039209937e-05
2016-09-08,5.271526384187375e-05
2016-09-09,5.207142923291386e-05
2016-09-12,5.253989228659606e-05
2016-09-13,5.459807899477198e-05
2016-09-14,4.800984112574014e-05
2016-09-15,4.831719343423302e-05
2016-09-16,5.155798561595759e-05
2016-09-19,5.5923674049607186e-05
2016-09-20,5.828194303059142e-05
2016-09-21,4.799489277695912e-05
2016-09-22,5.470484876157755e-05
2016-09-23,5.8359346128744605e-05
2016-09-26,5.244726546216327e-05
2016-09-27,5.8009553328464136e-05
2016-09-28,5.199303948866252e-05
2016-09-29,5.458073957598231e-05
2016-09-30,5.137790044007495e-05
2016-10-03,5.402691461364739e-05
2016-10-04,4.9415643142092236e-05
2016-10-05,4.938615409555425e-05
2016-10-06,5.7223115125903945e-05
2016-10-07,4.814730913604848e-05
2016-10-10,5.2355054956487734e-05
2016-10-11,5.2423717943339554e-05
2016-10-12,5.63460131484117e-05
2016-10-13,5.610568835501262e-05
2016-10-14,5.340786106633466e-05
2016-10-17,5.227445414845988e-05
2016-10-18,5.505617139256458e-05
2016-10-19,5.5634065033727254e-05
2016-10-20,4.870176985649621e-05
2016-10-21,5.378698917835045e-05
2016-10-24,5.49390306801012e-05
2016-10-25,5.699467532327418e-05
2016-10-26,5.79300580725306e-05
2016-10-27,5.0489700877731636e-05
2016-10-28,5.115505093078454e-05
2016-10-31,4.6918996789546696e-05
2016-11-01,5.3133084215062354e-05
2016-11-02,4.827014295627485e-05
2016-11-03,4.249117804056013e-05
2016-11-04,4.298757725429425e-05
2016-11-07,6.089235379502789e-05
2016-11-08,5.394986295437221e-05
2016-11-09,4.751716487016999e-05
2016-11-10,5.125669664352017e-05
2016-11-11,5.524388196009866e-05
2016-11-14,4.572644012346139e-05
2016-11-15,4.920291440102531e-05
2016-11-16,5.331619796167253e-05
2016-11-17,5.9218830481988505e-05
2016-11-18,5.3474670705933036e-05
2016-11-21,5.523883267621876e-05
2016-11-22,5.099541270126018e-05
2016-11-23,5.282361115921397e-05
2016-11-24,5.8151271562945084e-05
2016-11-25,5.3821338937165564e-05
2016-11-28,5.123577139931612e-05
2016-11-29,4.9026333743595885e-05
2016-11-30,5.0513406104402137e-05
2016-12-01,4.967096556085515e-05
2016-12-02,6.140050109926243e-05
2016-12-05,4.4695183307075226e-05
2016-12-06,5.5735667127576605e-05
2016-12-07,5.1100511302193397e-05
2016-12-08,5.46611824119303e-05
2016-12-09,6.0502382833060864e-05
2016-12-12,4.8943179301597084e-05
2016-12-13,4.678130040569606e-05
2016-12-14,4.711995568507099e-05
2016-12-15,4.6212827162994685e-05
2016-12-16,4.7220478817555644e-05
2016-12-19,5.0351125003844643e-05
2016-12-20,5.420682776935415e-05
2016-12-21,4.756426684138226e-05
2016-12-22,4.9529598493913696e-05
2016-12-23,4.6021682660546404e-05
2016-12-26,5.346059314548235e-05
2016-12-27,4.687215079846041e-05
2016-12-28,5.021888440581712e-05
2016-12-29,5.3705216281008106e-05
2016-12-30,5.141799777641509e-05
2017-01-02,4.56620762048221e-05
2017-01-03,5.369513248232316e-05
2017-01-04,5.151126350866342e-05
2017-01-05,5.5995046831958106e-05
2017-01-06,5.450003073614873e-05
2017-01-09,5.3590033252781666e-05
2017-01-10,5.004036177425064e-05
2017-01-11,5.7462217566639495e-05
2017-01-12,5.929878495436469e-05
2017-01-13,4.383572638633204e-05
2017-01-16,5.1124791663026414e-05
2017-01-17,5.2442513573058847e-05
2017-01-18,5.3232257318791554e-05
2017-01-19,5.987325923739739e-05
2017-01-20,5.098191784647099e-05
2017-01-23,5.237428247273357e-05
2017-01-24,4.6516489467407496e-05
2017-01-25,5.167858021537519e-05
2017-01-26,5.8647409616030544e-05
2017-01-27,4.622589898772844e-05
2017-01-30,5.287440393408893e-05
2017-01-31,4.969665471188378e-05
2017-02-01,5.1245804711275156e-05
2017-02-02,5.459500102644732e-05
2017-02-03,4.999516127646153e-05
2017-02-06,5.4555325447402936e-05
2017-02-07,5.3434210352198974e-05
2017-02-08,5.0079458835394774e-05
2017-02-09,5.0799903321907536e-05
2017-02-10,5.006051654365962e-05
2017-02-13,5.0941455380426603e-05
2017-02-14,5.1177367162313914e-05
2017-02-15,4.979274858185612e-05
2017-02-16,5.099630351979023e-05
2017-02-17,5.02485571216571e-05
2017-02-20,4.452280385836005e-05
2017-02-21,5.257361232557933e-05
2017-02-22,5.372141748360981e-05
2017-02-23,4.416800262752041e-05
2017-02-24,5.0149765545626224e-05
2017-02-27,5.696455409731627e-05
2017-02-28,4.539821811500033e-05
2017-03-01,5.1861455764745656e-05
2017-03-02,4.854340603910323e-05
2017-03-03,4.9232307314239776e-05
2017-03-06,5.1245895921203655e-05
2017-03-07,5.352898620381019e-05
2017-03-08,4.715372225971848e-05
2017-03-09,4.388280501421704e-05
2017-03-10,5.42748679193128e-05
2017-03-13,5.1348973128417796e-05
2017-03-14,5.529464393982941e-05
2017-03-15,4.741370956140578e-05
2017-03-16,5.1754712706797434e-05
2017-03-17,5.039857245447976e-05
2017-03-20,5.4477761539217795e-05
2017-03-21,4.898129412422847e-05
2017-03-22,4.950335164655151e-05
2017-03-23,4.73672373386691e-05
2017-03-24,5.4402602852610116e-05
2017-03-27,5.0481452084305545e-05
2017-03-28,4.974914000399622e-05
2017-03-29,4.702353481511601e-05
2017-03-30,4.530404379243791e-05
2017-03-31,4.679423704390118e-05
2017-04-03,5.5894108498266704e-05
2017-04-04,5.215165248917408e-05
2017-04-05,5.438945708280407e-05
2017-04-06,5.240573475684407e-05
2017-04-07,4.410503410223754e-05
2017-04-10,5.56137043492555e-05
2017-04-11,5.1217473486353526e-05
2017-04-12,4.702052209726304e-05
2017-04-13,5.2011936079399135e-05
2017-04-14,5.431978795855663e-05
2017-04-17,4.928751971999823e-05
2017-04-18,4.427425060371526e-05
2017-04-19,5.330664806035834e-05
2017-04-20,5.091215043795394e-05
2017-04-21,4.879730366824653e-05
2017-04-24,5.2559840386434686e-05
2017-04-25,5.075414635524744e-05
2017-04-26,4.324598659288803e-05
2017-04-27,5.150940166642748e-05
2017-04-28,5.243334609716932e-05
2017-05-01,5.073633780194875e-05
2017-05-02,5.323583876504223e-05
2017-05-03,4.682194383076599e-05
2017-05-04,4.579507914770353e-05
2017-05-05,5.100690949055853e-05
2017-05-08,5.023655297842211e-05
2017-05-09,5.255037978391108e-05
2017-05-10,4.993641729744702e-05
2017-05-11,5.168057917481761e-05
2017-05-12,4.959478014909813e-05
2017-05-15,4.618483315010913e-05
2017-05-16,5.708480481225742e-05
2017-05-17,5.167487715551644e-05
2017-05-18,4.854771448847828e-05
2017-05-19,4.609774508823605e-05
2017-05-22,5.42662036575603e-05
2017-05-23,5.1202296021291005e-05
2017-05-24,5.1836995670573316e-05
2017-05-25,4.8843310627155745e-05
2017-05-26,5.157072260253415e-05
2017-05-29,4.961321505292382e-05
2017-05-30,4.737413264277457e-05
2017-05-31,4.791158102013249e-05
2017-06-01,4.248422823649456e-05
2017-06-02,4.5867593448489785e-05
2017-06-05,5.2632050085099635e-05
2017-06-06,4.537361161793818e-05
2017-06-07,5.403356404443116e-05
2017-06-08,4.993366694350243e-05
2017-06-09,4.483023286971921e-05
2017-06-12,5.0794212839821995e-05
2017-06-13,5.252106184028271e-05
2017-06-14,5.169263691628956e-05
2017-06-15,4.2838854982019114e-05
2017-06-16,5.368436779584762e-05
2017-06-19,5.1498820600848205e-05
2017-06-20,5.2064252838768255e-05
2017-06-21,4.7602143232738925e-05
2017-06-22,5.286003861226796e-05
2017-06-23,5.012222864086979e-05
2017-06-26,5.366895661329529e-05
2017-06-27,4.813746493104176e-05
2017-06-28,4.795936203416673e-05
2017-06-29,4.657840685573511e-05
2017-06-30,4.5339155927637265e-05
2017-07-03,4.7460159309897776e-05
2017-07-04,4.8472391857457e-05
2017-07-05,5.654743210636859e-05
2017-07-06,4.999727931997988e-05
2017-07-07,4.8693849473258055e-05
2017-07-10,4.532669773249509e-05
2017-07-11,4.559147461735691e-05
2017-07-12,4.205246419575204e-05
2017-07-13,4.8797452282256515e-05
2017-07-14,4.670557286501342e-05
2017-07-17,4.973431268062711e-05
2017-07-18,5.011696157053436e-05
2017-07-19,4.9694557140878004e-05
2017-07-20,5.2411378267613884e-05
2017-07-21,5.099861483515156e-05
2017-07-24,5.2351824786134316e-05
2017-07-25,5.196504832061244e-05
2017-07-26,5.264547885186488e-05
2017-07-27,4.9802549069388746e-05
2017-07-28,4.422215671318064e-05
2017-07-31,5.1303548018077905e-05
2017-08-01,4.764081778185769e-05
2017-08-02,4.6335511002304486e-05
2017-08-03,5.282673689332995e-05
2017-08-04,4.6122301365914e-05
2017-08-07,4.529267218278399e-05
2017-08-08,5.377994045829837e-05
2017-08-09,4.6375845102364366e-05
2017-08-10,5.040513272325242e-05
2017-08-11,4.818443067500233e-05
2017-08-14,5.188590829896533e-05
2017-08-15,4.946145236317534e-05
2017-08-16,4.332033979759231e-05
2017-08-17,4.573671241936417e-05
2017-08-18,5.138043640373624e-05
2017-08-21,4.5866588631371386e-05
2017-08-22,5.2026319292686196e-05
2017-08-23,4.3710257917828343e-05
2017-08-24,4.7380518960027374e-05
2017-08-25,4.5903460347718195e-05
2017-08-28,4.612052725994076e-05
2017-08-29,4.9832922681236624e-05
2017-08-30,4.664463297010535e-05
2017-08-31,4.435352835518991e-05
2017-09-01,4.3481098120468076e-05
2017-09-04,5.056146935999983e-05
2017-09-05,4.838399955908734e-05
2017-09-06,4.52972644597871e-05
2017-09-07,5.287676292042853e-05
2017-09-08,5.02175865400023e-05
2017-09-11,4.887479650084181e-05
2017-09-12,4.243350454258277e-05
2017-09-13,4.702021438673931e-05
2017-09-14,4.891559610520346e-05
2017-09-15,4.6938855357447906e-05
2017-09-18,4.9971179755026185e-05
2017-09-19,4.509997874579952e-05
2017-09-20,4.69292521154685e-05
2017-09-21,5.1861536530362073e-05
2017-09-22,5.352069838626683e-05
2017-09-25,5.108005794318693e-05
2017-09-26,5.202973295914681e-05
2017-09-27,5.368353679013893e-05
2017-09-28,5.021948524541742e-05
2017-09-29,4.8332775073989254e-05
2017-10-02,4.487214413950724e-05
2017-10-03,5.056809094949877e-05
2017-10-04,4.811355471412426e-05
2017-10-05,4.834165746014918e-05
2017-10-06,4.3964933529538897e-05
2017-10-09,4.590130967918604e-05
2017-10-10,5.0373988517815604e-05
2017-10-11,4.501696055081439e-05
2017-10-12,4.516213519711876e-05
2017-10-13,5.603929557862486e-05
2017-10-16,5.163489221371442e-05
2017-10-17,5.106796241793887e-05
2017-10-18,5.583491836858023e-05
2017-10-19,5.107090653355684e-05
2017-10-20,5.8571332696599754e-05
2017-10-23,4.6633828129527544e-05
2017-10-24,4.175698743469347e-05
2017-10-25,5.4466184494783576e-05
2017-10-26,4.689987019790287e-05
2017-10-27,4.671431541924953e-05
2017-10-30,4.591876104287351e-05
2017-10-31,4.9533365117815364e-05
2017-11-01,5.055462146752454e-05
2017-11-02,5.0797609105757147e-05
2017-11-03,4.733482502983222e-05
2017-11-06,5.118643719104199e-05
2017-11-07,4.242633691831088e-05
2017-11-08,5.0560021669365796e-05
2017-11-09,4.860558869768106e-05
2017-11-10,4.950604896447608e-05
2017-11-13,5.02137792255386e-05
2017-11-14,4.818210861334826e-05
2017-11-15,4.8616655127675656e-05
2017-11-16,4.990956681627523e-05
2017-11-17,3.931328186723704e-05
2017-11-20,5.091046475547145e-05
2017-11-21,5.1693156974286225e-05
2017-11-22,4.4812784745662526e-05
2017-11-23,4.091467228795054e-05
2017-11-24,4.4869091950117124e-05
2017-11-27,4.437139630453224e-05
2017-11-28,5.035430087030335e-05
2017-11-29,5.019337318779016e-05
2017-11-30,4.644437424561332e-05
2017-12-01,4.0323572497058535e-05
2017-12-04,4.884204211874632e-05
2017-12-05,4.524186153931353e-05
2017-12-06,5.640625697322932e-05
2017-12-07,4.285959371030934e-05
2017-12-08,4.743457816358543e-05
2017-12-11,4.660040795378961e-05
2017-12-12,4.5723490219806706e-05
2017-12-13,4.287860174145841e-05
2017-12-14,4.350872859992805e-05
2017-12-15,4.2279031844172366e-05
2017-12-18,4.3918384335928096e-05
2017-12-19,4.85419721585334e-05
2017-12-20,3.913257599252873e-05
2017-12-21,3.9067350002808254e-05
2017-12-22,4.3919713482720724e-05
2017-12-25,5.112628212144976e-05
2017-12-26,4.9022943655607776e-05
2017-12-27,4.8622933964681536e-05
2017-12-28,4.791579584995098e-05
2017-12-29,4.554402298428961e-05
2018-01-01,4.32222579429542e-05
2018-01-02,4.393206291153362e-05
2018-01-03,5.043698988393963e-05
2018-01-04,5.188777531928146e-05
2018-01-05,4.761390816820921e-05
2018-01-08,5.5613524343911536e-05
2018-01-09,3.823578555772755e-05
2018-01-10,5.0322123792190254e-05
2018-01-11,4.881927909172745e-05
2018-01-12,4.977170922915164e-05
2018-01-15,4.878678995501318e-05
2018-01-16,5.0428713869177244e-05
2018-01-17,4.991118897468283e-05
2018-01-18,3.9540434970675165e-05
2018-01-19,4.609567984048546e-05
2018-01-22,4.6755354466965215e-05
2018-01-23,5.006923587869139e-05
2018-01-24,4.604438052924209e-05
2018-01-25,4.3807660604855414e-05
2018-01-26,5.6188467699280764e-05
2018-01-29,5.079435379307107e-05
2018-01-30,4.691248782062729e-05
2018-01-31,4.522980623278272e-05
2018-02-01,5.079976149136023e-05
2018-02-02,4.58815220814035e-05
2018-02-05,4.485995507974572e-05
2018-02-06,4.948465933152235e-05
2018-02-07,4.92889135410568e-05
2018-02-08,4.2961232185501075e-05
2018-02-09,4.212586483332004e-05
2018-02-12,4.852337866956269e-05
2018-02-13,5.088882461179445e-05
2018-02-14,4.950167652362225e-05
2018-02-15,5.078105440237124e-05
2018-02-16,4.588015511131083e-05
2018-02-19,4.947199647076239e-05
2018-02-20,4.742982715533195e-05
2018-02-21,4.623692247762712e-05
2018-02-22,5.457356050997397e-05
2018-02-23,4.5455520090387225e-05
2018-02-26,4.3239785834536804e-05
2018-02-27,5.165259886386053e-05
2018-02-28,5.316460549154023e-05
2018-03-01,4.5215863107683774e-05
2018-03-02,4.37696747239702e-05
2018-03-05,4.274198491782677e-05
2018-03-06,5.3265305271832375e-05
2018-03-07,4.6927928160966914e-05
2018-03-08,4.353425011127676e-05
2018-03-09,3.461728411835452e-05
2018-03-12,4.070268997158344e-05
2018-03-13,4.897042977880517e-05
2018-03-14,4.7888303158272194e-05
2018-03-15,4.705709023933302e-05
2018-03-16,4.5066225390133496e-05
2018-03-19,4.477787044510073e-05
2018-03-20,4.444784747326125e-05
2018-03-21,4.8245828589976725e-05
2018-03-22,4.782067438302562e-05
2018-03-23,4.744052337080085e-05
2018-03-26,4.607199697792552e-05
2018-03-27,5.018578298665588e-05
2018-03-28,4.7712180370806934e-05
2018-03-29,4.228206412659752e-05
2018-03-30,5.3441902974293853e-05
2018-04-02,4.2250280819278174e-05
2018-04-03,4.598368784347606e-05
2018-04-04,4.697312978052537e-05
2018-04-05,4.268270067786517e-05
2018-04-06,4.167744809402407e-05
2018-04-09,4.4091912730692684e-05
2018-04-10,4.152963192383119e-05
2018-04-11,4.380040528095819e-05
2018-04-12,4.520511903760571e-05
2018-04-13,4.4995059495400724e-05
2018-04-16,4.821163216806035e-05
2018-04-17,3.861958132511667e-05
2018-04-18,5.242426902984931e-05
2018-04-19,4.991984251301318e-05
2018-04-20,4.264689113031572e-05
2018-04-23,5.04797397467005e-05
2018-04-24,4.425002742958206e-05
2018-04-25,3.592878079450301e-05
2018-04-26,5.159672416898964e-05
2018-04-27,4.0871773259842925e-05
2018-04-30,4.3567148888534746e-05
2018-05-01,3.92871236738479e-05
2018-05-02,4.346011532518901e-05
2018-05-03,4.3941261903768236e-05
2018-05-04,4.8602565908106854e-05
2018-05-07,4.849290552377816e-05
2018-05-08,4.736334716670676e-05
2018-05-09,3.6035013726509746e-05
2018-05-10,4.6040610017561434e-05
2018-05-11,4.927568900336965e-05
2018-05-14,4.218405565925565e-05
2018-05-15,4.25385379154708e-05
2018-05-16,3.600360872124675e-05
2018-05-17,4.92223413099957e-05
2018-05-18,4.012939279496308e-05
2018-05-21,4.90091341804888e-05
2018-05-22,4.206809870654915e-05
2018-05-23,5.361727486108414e-05
2018-05-24,4.640169407466033e-05
2018-05-25,4.907993658709309e-05
2018-05-28,4.353194418071915e-05
2018-05-29,5.255946595750238e-05
2018-05-30,4.074187546576624e-05
2018-05-31,4.4198169625531136e-05
2018-06-01,4.642775802143895e-05
2018-06-04,4.878805233921035e-05
2018-06-05,4.8906734199993807e-05
2018-06-06,4.87084089106915e-05
2018-06-07,4.2123341472466436e-05
2018-06-08,4.15761941554571e-05
2018-06-11,4.573854152645218e-05
2018-06-12,4.442570748275365e-05
2018-06-13,4.668853101597037e-05
2018-06-14,4.85140666448558e-05
2018-06-15,4.3361976109101974e-05
2018-06-18,4.4846573170831405e-05
2018-06-19,4.6213878314160795e-05
2018-06-20,4.142276541485579e-05
2018-06-21,4.4907664956683746e-05
2018-06-22,4.177086507839434e-05
2018-06-25,4.572700087135395e-05
2018-06-26,4.340955286319392e-05
2018-06-27,5.1221978818905e-05
2018-06-28,4.663764528811676e-05
2018-06-29,4.561592649587887e-05
2018-07-02,4.955102083492591e-05
2018-07-03,4.325848449271419e-05
2018-07-04,3.875090798910463e-05
2018-07-05,4.9653941859295614e-05
2018-07-06,4.733004200030422e-05
2018-07-09,4.324317553572321e-05
2018-07-10,4.9327049260528e-05
2018-07-11,4.5250255603423994e-05
2018-07-12,4.19772854867162e-05
2018-07-13,4.573246485750637e-05
2018-07-16,4.393740212726982e-05
2018-07-17,4.393509836098097e-05
2018-07-18,3.995936314815651e-05
2018-07-19,4.805049392886396e-05
2018-07-20,4.1493184968377506e-05
2018-07-23,5.30282677810856e-05
2018-07-24,4.769744494104167e-05
2018-07-25,4.330315681633223e-05
2018-07-26,4.2937837194667594e-05
2018-07-27,4.444634730726982e-05
2018-07-30,4.76488096896599e-05
2018-07-31,4.186041197962176e-05
2018-08-01,4.2046977122289775e-05
2018-08-02,4.31037648194188e-05
2018-08-03,4.077495196197489e-05
2018-08-06,4.313204017503125e-05
2018-08-07,4.8460775723180305e-05
2018-08-08,3.9802504199659694e-05
2018-08-09,4.788551833434518e-05
2018-08-10,4.244461922819909e-05
2018-08-13,4.182419395726278e-05
2018-08-14,3.887316742234859e-05
2018-08-15,4.084767625833763e-05
2018-08-16,4.817187297279091e-05
2018-08-17,4.7392175904770184e-05
2018-08-20,4.254171901441062e-05
2018-08-21,4.0734333884850926e-05
2018-08-22,5.015270694763707e-05
2018-08-23,4.5229061951035376e-05
2018-08-24,5.064527344389447e-05
2018-08-27,4.0671731017738466e-05
2018-08-28,5.0981107454939334e-05
2018-08-29,4.890275776503472e-05
2018-08-30,4.0527556487646166e-05
2018-08-31,5.040474564843578e-05
2018-09-03,4.457031731153194e-05
2018-09-04,3.3875359924717685e-05
2018-09-05,4.9583400639097164e-05
2018-09-06,4.372117409445764e-05
2018-09-07,5.301243511501852e-05
2018-09-10,4.236434773896569e-05
2018-09-11,4.1429407089621506e-05
2018-09-12,4.888913397693706e-05
2018-09-13,4.5326151613123145e-05
2018-09-14,4.300702564252745e-05
2018-09-17,4.102735100297572e-05
2018-09-18,4.1043482247982155e-05
2018-09-19,4.773514248879174e-05
2018-09-20,4.2930918308092814e-05
2018-09-21,3.959412881648916e-05
2018-09-24,4.275484116833539e-05
2018-09-25,4.3238801562539564e-05
2018-09-26,4.5365615727321895e-05
2018-09-27,3.7591843041306916e-05
2018-09-28,4.001998775837734e-05
2018-10-01,4.899392160973015e-05
2018-10-02,5.0656966268158854e-05
2018-10-03,4.753425306036618e-05
2018-10-04,3.794135616130845e-05
2018-10-05,4.524126169980214e-05
2018-10-08,4.2966621233597735e-05
2018-10-09,4.163108009014316e-05
2018-10-10,4.011923179358945e-05
2018-10-11,5.440528688360757e-05
2018-10-12,4.75802848018958e-05
2018-10-15,4.075956129190317e-05
2018-10-16,4.544749108736923e-05
2018-10-17,4.1924794811132315e-05
2018-10-18,4.215795704798353e-05
2018-10-19,4.2935259144005755e-05
2018-10-22,3.561837600418727e-05
2018-10-23,5.168218533135871e-05
2018-10-24,4.3616242508814906e-05
2018-10-25,4.6889947756145745e-05
2018-10-26,5.471230545883721e-05
2018-10-29,3.9945501540072925e-05
2018-10-30,4.058804654816228e-05
2018-10-31,4.652250730075025e-05
2018-11-01,4.302742469897147e-05
2018-11-02,4.7218499850121276e-05
2018-11-05,4.283298181406714e-05
2018-11-06,4.3276065339048486e-05
2018-11-07,4.16018925804007e-05
2018-11-08,4.5144852637291066e-05
2018-11-09,4.082583501929804e-05
2018-11-12,4.4306307748875895e-05
2018-11-13,4.548809465187986e-05
